row_index,PC1,PC2,PC3,PC4,PC5,PC6
0,-2.6910263189676886,3.051118969364816,-0.15831063523047464,-0.3508810069128328,-0.061467207117559305,-0.09478750479138558
1,-3.8144114952503467,0.8688560421694778,0.5198487316233419,-0.3275644159523689,-0.041524643792046075,-0.013615049913276544
2,-4.34276060912017,-0.1441394664187477,0.9346677095294097,-0.3486343408763556,-0.071378732595787,-0.0001670560078835871
3,-3.641569985320935,1.1753561300397248,0.29404295841185624,-0.340805034194192,-0.019535454374431306,-0.01575583890571548
4,-3.7362130171765093,0.9970740699525659,0.2284105208758447,-0.395550701365006,-0.008581876673447621,-0.00480863802458067
5,-3.5780398642782383,1.3120271737959974,0.18658694941514334,-0.3618971603660182,-0.00849894969483331,-0.008944292601268463
6,-3.23220461060308,1.9436521613409599,0.014396704017075964,-0.2958351194973047,0.002058590857623773,-0.019169240368213186
7,-3.1120236220438207,2.164481205611281,-0.057258694801079216,-0.2742224758438558,0.008601808802896887,-0.017923907954361804
8,-3.052667528703524,2.2766905461775737,-0.08494499063376776,-0.26138807158155947,0.01114769223408638,-0.016846817391933982
9,-3.3099488741569867,0.8667381920005045,0.09175391554476621,0.0998849573589335,0.09422566338529663,-0.02710368438915385
10,-3.565443801393311,-1.1489919320504431,0.6523276616748593,0.27421645481831236,0.013198518688746427,-0.002265251173878062
11,-3.3850827483427164,-0.8186815660083414,0.08231915587956223,0.11231041345395634,0.06527373676704684,-0.003165730523921365
12,-3.332220538831249,-0.7288041343109023,0.07449258666149094,0.12495520331905903,0.06362846484258321,-0.0044341753571104075
13,-3.4106873107219546,-0.8537558873868951,0.11417899998568301,0.11704456940835391,0.0633036293656614,-0.002554560423234792
14,-3.4039373482556576,-0.8515189672760848,0.10254100495115726,0.11418208706926557,0.06396850278508881,-0.0025230847255382906
15,-3.41613853080419,-0.8653153342073379,0.10012445681687783,0.10989337459653878,0.06494428028044041,-0.002172239494165619
16,-3.4485915500112347,-0.9125290512536441,0.10953962225039136,0.10411155542359898,0.06562807740011496,-0.0014041943918792238
17,-2.972766608664508,-0.08803632385552636,-0.15127244197460957,0.1476068944849732,0.07149377116099992,-0.013598180428358288
18,-2.4581846996727594,0.8280373628755969,-0.20269878364565933,0.28403026478933124,0.054734463424411774,-0.029665271720783076
19,-2.2066319382067734,1.2753385875554148,-0.2800186844553772,0.32998913869702945,0.05179491380359001,-0.03618325640071732
20,-2.0956120950069828,1.4660682852208697,-0.3063745502392406,0.3526887839620975,0.04948862767319204,-0.03890471101186579
21,-3.128435608868118,-2.404764123288233,0.6284607629068892,0.18977781663221735,-0.040224734580404396,0.01478440372977361
22,-2.719916606371334,-1.4675830751421173,0.30714476214486197,0.21571965058246564,-0.021235114291424297,0.0012261091279613197
23,-2.4859733867420526,-1.285858834101304,0.2190343111175989,0.21704801304292912,-0.02376573966562347,-0.001826592550287359
24,-2.4603275951677865,-1.20493368154136,0.19908980087829672,0.22201919269775552,-0.022428243261891165,-0.0030382320475084274
25,-1.4823850143080255,-1.588575919205262,0.3138316219154004,0.17266692925275792,-0.0671698085610225,0.0034147291604929965
26,-0.8397905273824492,-0.4712745788930989,-0.06093875903440976,0.20602042665511794,-0.05157810586112605,-0.012891476883828638
27,-0.869082773347972,-0.4892898230371181,-0.09538574421768425,0.1916992540822079,-0.04731931743376631,-0.012245343411535664
28,-0.9846538990432342,-0.70634891052931,-0.21124630298769118,0.11345016806899376,-0.030505379480477178,-0.0072101891364949105
29,-1.2242496087778285,-1.0508306283502566,-0.1394625984378743,0.08984860085091927,-0.030214310222633656,-0.0020761301490719287
30,-1.801756163089891,-2.035044915448377,0.06479854391031753,0.013834399528975447,-0.0304631341278261,0.012875689205912264
31,-0.8356318277043571,-0.42146656251850523,-0.28359756254333135,0.13169672460380713,-0.028714277055060817,-0.011340627003961377
32,-0.6341973483755419,-0.06848386196369721,-0.3427676302558045,0.1644823293211891,-0.029889114770551315,-0.01669406787647317
33,-0.10439827015241303,-1.6049594570603776,-0.10574141461463706,-0.15024621937614413,-0.0064135038863745615,0.016187471431946
34,0.0033249677814300355,-1.4490273372233715,-0.1365321373811155,-0.14098992625476844,-0.005434570051722758,0.013969823788305394
35,-0.01918042039789735,-1.4847993001184547,-0.12385404504348546,-0.1413624924854159,-0.0061581206115195455,0.01448341917545201
36,-0.1268523271592811,-1.6433726037013752,-0.11190457503403538,-0.15829847873546524,-0.0050772815015212615,0.01684896465480447
37,-0.24134848701391232,-1.8416084578168141,-0.06520010358310918,-0.17072985798228676,-0.006299971812307177,0.019828396378384416
38,-0.40205902191873344,-2.0670910288836266,-0.01485382913252746,-0.18127296295929263,-0.00842809569330677,0.022960588023985682
39,0.3001354339618958,-0.8916071647478125,-0.2387928339675952,-0.0914397688364139,-0.005735422574942697,0.0055076662223608255
40,0.07031353623834055,-1.3218280684073789,-0.17844604666355948,-0.13654522823976142,-0.003561064730315762,0.012216310532935825
41,-0.5397354576815179,-2.275984122228206,0.023612724460385103,-0.19587519546612644,-0.009115082038364586,0.02605128656942908
42,0.4511389744106855,-0.684874997589933,-0.26801938290670096,-0.07623623478542635,-0.00522356710805164,0.002704249246476049
43,0.3417281859068675,-0.8936766709670128,-0.2354907788248746,-0.09724129171186388,-0.0044424057171554366,0.005942801735809778
44,0.012998349478119014,-1.4203373902744547,-0.16555489307138788,-0.14649179533097414,-0.003132172282855695,0.013719806551273408
45,0.478548069222739,-0.6436576411728224,-0.29198045242097354,-0.07954356472381957,-0.003356409166507426,0.002172311558572112
46,0.4448558131244095,-0.7036534929846987,-0.27299563286312145,-0.08169442424803475,-0.004131127882984947,0.003205069383035959
47,0.09534552613432401,-1.2845247812268978,-0.1997423380493611,-0.13947163144273572,-0.001850598226438593,0.01186333683030849
48,0.6036920494798123,-0.4404343132801126,-0.31866730224420164,-0.060404421522790915,-0.00365774505500561,-0.0003283736323157355
49,0.5380741424874952,-0.5514645858987179,-0.3195137502472098,-0.07713328327201,-0.001697266670202669,0.0013268975566620871
50,0.35649477954674247,-0.8413923204469067,-0.29153404373242464,-0.1080096886547298,9.39086616960471e-06,0.0055720438542417455
51,0.7031335063572572,-0.28376123561497085,-0.3471228193915096,-0.04903995704790004,-0.002982402831020773,-0.0022687223737269785
52,0.6611678650485739,-0.347142831260165,-0.34851935133415113,-0.05822969655607461,-0.001924259875047549,-0.001310887719228538
53,0.5262293552274908,-0.5441213800776251,-0.34045852127026105,-0.08139814803084698,-0.00015665850957441652,0.0013951909756617698
54,0.7404770880532194,-0.21074640326995395,-0.3498030960088717,-0.03837170924062776,-0.004093147784310575,-0.0032707004644516834
55,0.7229485105630746,-0.246394469344453,-0.35908051710453615,-0.047668467779417696,-0.002397468937697332,-0.0026656037387683745
56,0.6665876364247679,-0.32898448109712497,-0.35532091989265074,-0.057257339711692064,-0.0017084640736654798,-0.0015511078270938662
57,0.4608133609613543,-0.6512171360319989,-0.34219640596268147,-0.09760013732006947,0.0018141884146107793,0.0030928689017572716
58,0.8118703658454991,-0.1272916153757783,-0.33982497331706446,-0.02577812672043239,-0.005747052224975238,-0.004551936916147398
59,0.7194837984841377,-0.24776251936747337,-0.355370365879235,-0.04591552993498818,-0.003049870098069515,-0.0030504404471612093
60,0.5982317598633572,-0.46534879611157315,-0.33647472386262517,-0.07228175324616447,-0.0009456756759283939,0.0003902577286752361
61,0.8011694810931465,-0.11572762540461745,-0.3483638903748563,-0.024492924451509593,-0.005685825277193238,-0.004711191724962068
62,0.7317198501984892,-0.22640284793099316,-0.3499459881949847,-0.040765949349058486,-0.003863482091718886,-0.0031626967414202446
63,0.6225255888884849,-0.39811236428809155,-0.342338310359434,-0.062065603839595924,-0.0020806922202645257,-0.0007475695785787899
64,1.3835024904757844,0.8396315974310047,-0.17091500642151078,0.18096631238009886,-0.04076688084652955,-0.022456943342769903
65,1.125596613482368,0.4427217297309825,-0.18007923213746752,0.12269223301813913,-0.03405551592423303,-0.016464119808892078
66,1.0110734741879632,0.2656780416497456,-0.17632338708634923,0.09954620618278007,-0.03187976273301039,-0.013929578012488892
67,0.76942503494265,-0.11216414730675464,-0.11241075453459619,0.07046673690666568,-0.03278543076187574,-0.008647072820681976
68,1.4599340201583135,0.9184704745407877,-0.008513928704980779,0.24805137002619537,-0.057137998405346696,-0.02340631115039603
69,1.3152286537256006,0.7754914361430689,-0.08315436822018356,0.20927807279958607,-0.05011726440772486,-0.022326849569237462
70,1.3650663321251817,0.8772395089885944,-0.1648799569135858,0.1956417886928921,-0.044088510440624125,-0.02407664574538854
71,1.3687485703004427,0.8637804940123073,-0.1687369985381585,0.19018225346517273,-0.04274970757782064,-0.02334568670879289
72,1.1248579240764018,0.5304715923491824,-0.1480027511646515,0.15615927762953427,-0.041024645983761356,-0.018568044125730345
73,1.1279190217187576,0.5206245794900566,-0.14162545719088757,0.15558682116870856,-0.04105033533513342,-0.018157451091169105
74,2.221751042872792,-0.13599550344133815,0.025562934690046366,-0.15967170861452185,0.044224407839653694,0.010172878555328767
75,2.5415870220890455,0.37887169043510777,-0.004262205460494018,-0.10008741447997191,0.04142137727335132,0.002566865490415095
76,2.555783918550096,0.3854803773206512,0.010117694128570779,-0.09596006890520735,0.04056926183615634,0.0023359737007895313
77,2.579695081062735,0.3836919303089476,0.2533712334052828,-0.011070573270332262,0.017843855892493907,0.0017161052581178675
78,2.589428179400287,0.3788490980806982,0.2724683614122618,-0.007443481902546498,0.01709699642366636,0.001973170196696051
79,2.5096449637402696,0.36352445591911453,0.5369736794139177,0.10476770925829491,-0.01675303051169381,-0.0012489063159842832
80,2.574662218767057,0.37760770063174276,0.260547461079717,-0.008946836858369165,0.01704725941849512,0.0017280809480610996
81,2.560597444451,0.38081627280241725,0.1731203318252008,-0.03746940623000304,0.024372988450130386,0.0015293827303059465
82,2.5911739470337136,0.376055197930227,0.31840021776938543,0.008550731816526594,0.012650920026397854,0.0017682942145043838
83,2.6094954863906454,0.3650382327311538,0.010262371369790507,-0.11352664457557453,0.047038027753420565,0.004361507189624092
84,2.621160498473196,0.37422229478100194,0.18484551335634436,-0.04855264173611663,0.029607210698196284,0.0035886169513252215
85,2.5856359198228533,0.37618808085443006,0.30463239688677957,0.004687143397300895,0.013547149604652337,0.001706024111365463
86,2.5116478250326404,0.3673131467037697,0.46742121957389615,0.0794547836988533,-0.009712894820790925,-0.001025148774670051
87,2.5882708274973387,0.3754358143279972,0.08880716522607957,-0.07661255471466455,0.03617803753573621,0.0030415492076713764
88,2.602915558442221,0.37504403622190685,0.1380410094979236,-0.06165897372200276,0.03256711723198745,0.0032422874353459537
89,2.5909678239662433,0.3720653453519607,0.24336350934399653,-0.020511435715534838,0.02071884427468576,0.002380112582998956
90,2.4944034889422437,0.34970131385853565,0.44527219578317506,0.0701830472780226,-0.007838532811942557,-0.0008447705498051081
91,2.4567891604381233,0.31810036345223014,0.6675190594489994,0.1526985643616921,-0.03209983458921035,-0.002067719585044477
92,2.566634925104845,0.3730192563941544,0.1913675204627551,-0.03418921594419116,0.023677594757912618,0.001937781506369052
93,2.5361536964335865,0.39130471643922043,0.06164817810432008,-0.07076769518408799,0.03297129070019962,0.0012986889620332147
94,2.5412458877256077,0.3938953837860361,0.11103887911817609,-0.05276090732205543,0.028155672851849573,0.0010684137360387706
95,2.530137849903776,0.3870416532786314,0.2491178982146991,-0.0006494518820781526,0.013237794084276906,0.00010354734455173106
96,2.480315173162352,0.35688437585436295,0.4149940297682662,0.0639838220715196,-0.006533499027283566,-0.001312811306869466
97,2.5442686950378945,0.3610292879891019,-0.0015076234331651527,-0.10444056786746006,0.042328441063841156,0.0027813199697179192
98,2.5741329364293337,0.38327866242228364,0.1499201001493711,-0.048514948380863086,0.028009372681588103,0.002122141511637907
99,2.5144673727441074,0.3702299890064364,0.360858394873895,0.039863705124369396,0.001421267022814004,-0.00036794351195203575
100,2.5144673727441074,0.3702299890064364,0.360858394873895,0.039863705124369396,0.001421267022814004,-0.00036794351195203575
101,2.5144673727441074,0.3702299890064364,0.360858394873895,0.039863705124369396,0.001421267022814004,-0.00036794351195203575
102,2.5144673727441074,0.3702299890064364,0.360858394873895,0.039863705124369396,0.001421267022814004,-0.00036794351195203575
